season,team,number,player,year,position,gp,gs,goals,assists,points,year_num,year_std,position_zone,position_group
2025-26,calgary,21,felipe raed di bari,Jr,D,7,0.0,0,0,0,3,3rd,D,DEF
2025-26,calgary,26,isaiah zarate,So,M,7,2.0,0,0,0,2,2nd,M,MID
2025-26,calgary,14,james greco-taylor,Sr,M,6,6.0,0,2,2,4,4th,M,MID
2025-26,calgary,19,dominic anamali,Jr,F,4,2.0,0,0,0,3,3rd,F,FOR
2025-26,calgary,22,jacob hunter,Sr,D,3,3.0,0,0,0,4,4th,D,DEF
2025-26,calgary,2,doohyeon kim,Sr,D,3,1.0,0,0,0,4,4th,D,DEF
2025-26,calgary,4,james welsh,Jr,D,2,0.0,0,0,0,3,3rd,D,DEF
2025-26,calgary,27,oliver allen,Jr,GK,1,1.0,0,0,0,3,3rd,GK,GK
2025-26,calgary,13,greg smith,So,M,1,0.0,0,0,0,2,2nd,M,MID
2025-26,victoria,7,yassin guitouni,,F,15,15.0,5,0,5,0,UNK,F,FOR
2025-26,victoria,4,alexander moody,,D,15,15.0,1,3,4,0,UNK,D,DEF
2025-26,victoria,17,matthew pearse,,F,15,15.0,8,3,11,0,UNK,F,FOR
2025-26,victoria,2,fin tugwell,,D,15,15.0,3,0,3,0,UNK,D,DEF
2025-26,victoria,11,mattheus achadinha,,M,14,4.0,0,1,1,0,UNK,M,MID
2025-26,victoria,14,ole cameron,,M,14,12.0,1,3,4,0,UNK,M,MID
2025-26,victoria,24,takin keshavarz,,M,14,10.0,3,2,5,0,UNK,M,MID
2025-26,victoria,20,evan larson,,M,14,0.0,0,2,2,0,UNK,M,MID
2025-26,victoria,8,connor legge,,M,14,13.0,1,1,2,0,UNK,M,MID
2025-26,victoria,1,callum weir,,GK,14,14.0,0,1,1,0,UNK,GK,GK
2025-26,victoria,15,aiden grew,,D,13,13.0,0,1,1,0,UNK,D,DEF
2025-26,victoria,16,matteo hilton,,M,13,8.0,0,1,1,0,UNK,M,MID
2025-26,victoria,5,archie tugwell,,D,12,12.0,1,1,2,0,UNK,D,DEF
2025-26,victoria,10,jack napier-ganley,,M,10,2.0,0,0,0,0,UNK,M,MID
2025-26,victoria,22,jag zaharia,,D,10,5.0,0,1,1,0,UNK,D,DEF
2025-26,victoria,13,wesley jones,,F,8,0.0,1,0,1,0,UNK,F,FOR
2025-26,victoria,3,manchand virk,,D,8,5.0,0,1,1,0,UNK,D,DEF
2025-26,victoria,12,tristan cornwell,,D,6,2.0,0,0,0,0,UNK,D,DEF
2025-26,victoria,9,cole michel,,F,4,0.0,0,0,0,0,UNK,F,FOR
2025-26,victoria,6,gregor smith,,M,4,2.0,0,0,0,0,UNK,M,MID
2025-26,victoria,18,elliot lupton,,M,3,0.0,1,0,1,0,UNK,M,MID
2025-26,victoria,28,sam calkins,,M,2,0.0,1,0,1,0,UNK,M,MID
2025-26,victoria,23,owen lemmer,,D,2,2.0,0,0,0,0,UNK,D,DEF
2025-26,victoria,29,matthew mcconnach,,GK,1,1.0,0,0,0,0,UNK,GK,GK
2025-26,victoria,27,jacob thomas,,D,1,0.0,0,0,0,0,UNK,D,DEF
2025-26,unbc,20,james jordan,Jr,M,13,12.0,1,1,2,3,3rd,M,MID
2025-26,unbc,22,josh jordan,Fr,S,13,11.0,3,0,3,1,1st,S,UNK
2025-26,unbc,8,hagon kim,Jr,D,13,13.0,2,2,4,3,3rd,D,DEF
2025-26,unbc,17,mark talisuna,Sr,M,13,13.0,2,0,2,4,4th,M,MID
2025-26,unbc,29,jamie wildash-chan,Fr,D,13,13.0,5,1,6,1,1st,D,DEF
2025-26,unbc,4,pipeijn van der ende,Sr,D,13,12.0,1,1,2,4,4th,D,DEF
2025-26,unbc,10,mehdi bounaaja,So,M,12,2.0,1,2,3,2,2nd,M,MID
2025-26,unbc,3,adam korduner,Sr,D,12,7.0,0,0,0,4,4th,D,DEF
2025-26,unbc,19,wyatt lyon,So,M,12,12.0,0,6,6,2,2nd,M,MID
2025-26,unbc,21,koss nystedt,Jr,D,12,12.0,1,0,1,3,3rd,D,DEF
2025-26,unbc,13,isaac tate,Jr,M,12,12.0,3,2,5,3,3rd,M,MID
2025-26,unbc,6,luke graham,So,D,11,4.0,0,0,0,2,2nd,D,DEF
2025-26,unbc,14,charlie stewart,Sr,M,11,1.0,1,0,1,4,4th,M,MID
2025-26,unbc,26,charlie beauvais,Fr,D,9,5.0,0,0,0,1,1st,D,DEF
2025-26,unbc,27,logan pierce,So,GK,9,9.0,0,0,0,2,2nd,GK,GK
2025-26,unbc,16,trevor scott,Sr,M,9,0.0,1,0,1,4,4th,M,MID
2025-26,unbc,9,cole gunhold,So,S,8,0.0,0,0,0,2,2nd,S,UNK
2025-26,unbc,25,yanni ntapas,Jr,GK,5,4.0,0,0,0,3,3rd,GK,GK
2025-26,unbc,12,jacob wedel,So,D,1,0.0,0,0,0,2,2nd,D,DEF
2025-26,unbc,11,kaiden young,Fr,M,1,0.0,0,0,0,1,1st,M,MID
2025-26,mount royal,7,joshua flaksman,,Fwd,13,12.0,3,3,6,0,UNK,FWD,DEF
2025-26,mount royal,6,alex kemsley,,Def,13,13.0,0,0,0,0,UNK,DEF,DEF
2025-26,mount royal,21,kwasi oteng-frimpong,,Fwd,13,8.0,3,1,4,0,UNK,FWD,DEF
2025-26,mount royal,20,chanan chanda,,Fwd,12,12.0,7,3,10,0,UNK,FWD,DEF
2025-26,mount royal,13,joseph green,,Def,12,12.0,0,0,0,0,UNK,DEF,DEF
2025-26,mount royal,26,ruben koudelka,,Def,12,12.0,0,0,0,0,UNK,DEF,DEF
2025-26,mount royal,9,luka patik,,Mid,12,7.0,1,1,2,0,UNK,MID,DEF
2025-26,mount royal,10,jonathan walter,,Mid,12,12.0,2,0,2,0,UNK,MID,DEF
2025-26,mount royal,4,maximo niro,,Mid,11,3.0,0,0,0,0,UNK,MID,DEF
2025-26,mount royal,8,skyler rogers,,Mid,11,11.0,1,0,1,0,UNK,MID,DEF
2025-26,mount royal,2,hyunsoo ryu,,Def,11,11.0,1,0,1,0,UNK,DEF,DEF
2025-26,mount royal,12,sjard strauss,,G,11,11.0,0,0,0,0,UNK,G,UNK
2025-26,mount royal,25,tim beckedahl,,Mid,10,4.0,1,1,2,0,UNK,MID,DEF
2025-26,mount royal,17,bwidju mutongolo,,Fwd,10,1.0,0,0,0,0,UNK,FWD,DEF
2025-26,mount royal,18,felix liebich,,Mid,9,2.0,0,0,0,0,UNK,MID,DEF
2025-26,mount royal,15,alexander cameron,,Def,7,2.0,0,0,0,0,UNK,DEF,DEF
2025-26,mount royal,11,finn marshall,,Fwd,6,6.0,1,5,6,0,UNK,FWD,DEF
2025-26,mount royal,19,clement guay,,Fwd,5,0.0,0,0,0,0,UNK,FWD,DEF
2025-26,mount royal,3,timon haetscher,,Fwd,5,1.0,0,0,0,0,UNK,FWD,DEF
2025-26,mount royal,27,valentin kirchner,,Def,4,1.0,0,0,0,0,UNK,DEF,DEF
2025-26,mount royal,5,thomas lowndes,,Def,3,0.0,0,0,0,0,UNK,DEF,DEF
2025-26,mount royal,1,bryce benton,,G,2,2.0,0,0,0,0,UNK,G,UNK
2025-26,mount royal,22,dorian reyes,,G,1,0.0,0,0,0,0,UNK,G,UNK
2025-26,alberta,11,prince amanda,4th,F,12,12.0,2,0,2,4,4th,F,FOR
2025-26,alberta,6,jackson belbin,3rd,D,12,12.0,1,1,2,3,3rd,D,DEF
2025-26,alberta,14,rodane cato,5th,M,12,12.0,1,1,2,5,5th,M,MID
2025-26,alberta,8,thomas hope,4th,D,12,12.0,2,0,2,4,4th,D,DEF
2025-26,alberta,13,nicholas lechelt,3rd,M,12,5.0,0,2,2,3,3rd,M,MID
2025-26,alberta,26,harkirat malhi,4th,D,12,11.0,0,2,2,4,4th,D,DEF
2025-26,alberta,2,dylan marple,3rd,D,12,10.0,0,0,0,3,3rd,D,DEF
2025-26,alberta,21,trystan read,1st,GK,12,12.0,0,0,0,1,1st,GK,GK
2025-26,alberta,5,patrick kondraciuk,3rd,D,11,11.0,1,1,2,3,3rd,D,DEF
2025-26,alberta,9,caden ruby,2nd,F,11,10.0,1,2,3,2,2nd,F,FOR
2025-26,alberta,10,habib assem,4th,F,10,10.0,3,1,4,4,4th,F,FOR
2025-26,alberta,17,frankroy cain,3rd,F,10,9.0,3,2,5,3,3rd,F,FOR
2025-26,alberta,15,justin george,2nd,M,9,4.0,1,1,2,2,2nd,M,MID
2025-26,alberta,16,anson minty,1st,F,9,1.0,1,0,1,1,1st,F,FOR
2025-26,alberta,24,jack ferraro,1st,M,8,1.0,1,0,1,1,1st,M,MID
2025-26,alberta,4,jivan aulakh,3rd,M,5,0.0,0,0,0,3,3rd,M,MID
2025-26,alberta,12,tyson blight,1st,D,4,0.0,0,0,0,1,1st,D,DEF
2025-26,alberta,19,declan lindeman,1st,D,3,0.0,0,0,0,1,1st,D,DEF
2025-26,alberta,20,ruben miranda,1st,M,1,0.0,0,0,0,1,1st,M,MID
2025-26,lethbridge,19,nicholas bilodeau,,Def,12,11.0,0,1,1,0,UNK,DEF,DEF
2025-26,lethbridge,14,xander mcintyre,,Mid,12,7.0,0,2,2,0,UNK,MID,DEF
2025-26,lethbridge,9,simon rolfson,,Fwd,12,11.0,1,3,4,0,UNK,FWD,DEF
2025-26,lethbridge,1,tegan romaine,,G,12,12.0,0,0,0,0,UNK,G,UNK
2025-26,lethbridge,20,kai sakaguchi,,Fwd,12,12.0,6,1,7,0,UNK,FWD,DEF
2025-26,lethbridge,3,kyle boell,,Def,11,11.0,0,0,0,0,UNK,DEF,DEF
2025-26,lethbridge,18,jose castaneda,,Def,11,11.0,0,0,0,0,UNK,DEF,DEF
2025-26,lethbridge,11,ben gingras,,Mid,11,10.0,2,1,3,0,UNK,MID,DEF
2025-26,lethbridge,8,will hughes,,Def,11,10.0,2,0,2,0,UNK,DEF,DEF
2025-26,lethbridge,5,micaiah leach,,Def,11,11.0,0,1,1,0,UNK,DEF,DEF
2025-26,lethbridge,13,bronson schlichter,,Fwd,10,10.0,0,0,0,0,UNK,FWD,DEF
2025-26,lethbridge,10,karim bey,,Mid,9,9.0,2,0,2,0,UNK,MID,DEF
2025-26,lethbridge,16,micah mccusker,,Def,9,2.0,0,0,0,0,UNK,DEF,DEF
2025-26,lethbridge,7,samuel okawa,,Fwd,9,1.0,2,0,2,0,UNK,FWD,DEF
2025-26,lethbridge,15,demi ajayi,,Def,7,0.0,0,0,0,0,UNK,DEF,DEF
2025-26,lethbridge,17,joel jaravata,,Mid,7,1.0,0,0,0,0,UNK,MID,DEF
2025-26,lethbridge,27,leo kadezabek,,Fwd,6,0.0,1,0,1,0,UNK,FWD,DEF
2025-26,lethbridge,25,carson moore,,Mid,6,0.0,0,0,0,0,UNK,MID,DEF
2025-26,lethbridge,12,ziad el hasumi,,Def,4,1.0,1,0,1,0,UNK,DEF,DEF
2025-26,lethbridge,24,marcus main,,Def,3,1.0,0,0,0,0,UNK,DEF,DEF
2025-26,lethbridge,23,tyrell cook,,Fwd,2,0.0,0,0,0,0,UNK,FWD,DEF
2025-26,lethbridge,6,alex loturi,,Mid,1,0.0,0,0,0,0,UNK,MID,DEF
2025-26,lethbridge,33,owen shum,,G,1,0.0,0,0,0,0,UNK,G,UNK
2025-26,trinity western,14,marcel bona,,MID,13,8.0,0,1,1,0,UNK,MID,DEF
2025-26,trinity western,9,emmanuel dan-adokiene,,FOR,13,12.0,6,0,6,0,UNK,FOR,FOR
2025-26,trinity western,5,adam hajdecki,,DEF,13,13.0,0,2,2,0,UNK,DEF,DEF
2025-26,trinity western,22,francis powell,,MID,13,13.0,3,1,4,0,UNK,MID,DEF
2025-26,trinity western,24,grant verhoeven,,MID,13,12.0,0,0,0,0,UNK,MID,DEF
2025-26,trinity western,11,charles nana,,FOR,12,11.0,3,3,6,0,UNK,FOR,FOR
2025-26,trinity western,27,kieran eve,,MID,11,11.0,0,1,1,0,UNK,MID,DEF
2025-26,trinity western,8,jj janzen,,MID,11,7.0,1,0,1,0,UNK,MID,DEF
2025-26,trinity western,31,garreth rayner,,MID,11,3.0,0,0,0,0,UNK,MID,DEF
2025-26,trinity western,2,kosta adzic,,DEF,10,2.0,0,0,0,0,UNK,DEF,DEF
2025-26,trinity western,7,gabriel moore,,DEF,10,10.0,0,1,1,0,UNK,DEF,DEF
2025-26,trinity western,3,aiden evans,,DEF,9,6.0,0,2,2,0,UNK,DEF,DEF
2025-26,trinity western,18,jace wiebe,,FOR,8,8.0,2,0,2,0,UNK,FOR,FOR
2025-26,trinity western,23,marc huizenga,,FOR,7,0.0,0,1,1,0,UNK,FOR,FOR
2025-26,trinity western,29,peter rogenthien,,GK,7,7.0,0,0,0,0,UNK,GK,GK
2025-26,trinity western,36,david saavedra,,FOR,7,3.0,0,0,0,0,UNK,FOR,FOR
2025-26,trinity western,19,jonny grant,,DEF,6,5.0,0,0,0,0,UNK,DEF,DEF
2025-26,trinity western,30,yeshua silwamba,,GK,6,6.0,0,0,0,0,UNK,GK,GK
2025-26,trinity western,4,zachary stead,,FOR,5,0.0,0,0,0,0,UNK,FOR,FOR
2025-26,trinity western,10,jordan low,,MID,4,4.0,1,1,2,0,UNK,MID,DEF
2025-26,trinity western,16,jackson van den brink,,DEF,4,2.0,0,0,0,0,UNK,DEF,DEF
2025-26,trinity western,21,gurshan cheema,,MID,2,0.0,0,0,0,0,UNK,MID,DEF
2025-26,trinity western,15,karan sidhu,,MID,2,0.0,0,0,0,0,UNK,MID,DEF
2025-26,saskatchewan,13,tao hein,,F,12,12.0,4,0,4,0,UNK,F,FOR
2025-26,saskatchewan,9,misgana killoh,,F,12,12.0,0,1,1,0,UNK,F,FOR
2025-26,saskatchewan,8,malcolm rektor,,CMF,12,12.0,1,0,1,0,UNK,CMF,MID
2025-26,saskatchewan,10,ethan cabral,,MF,11,11.0,3,0,3,0,UNK,MF,MID
2025-26,saskatchewan,16,alessandro calado,,MF,11,11.0,0,1,1,0,UNK,MF,MID
2025-26,saskatchewan,6,jackson kovitch,,MF,11,10.0,0,0,0,0,UNK,MF,MID
2025-26,saskatchewan,5,ty lee,,MF,11,4.0,1,1,2,0,UNK,MF,MID
2025-26,saskatchewan,7,dante molina,,CM,11,11.0,1,3,4,0,UNK,CM,MID
2025-26,saskatchewan,17,sergio molina,,CDM/CB,11,11.0,0,0,0,0,UNK,CDM,DEF
2025-26,saskatchewan,1,jaron slopinski,,GK,10,10.0,0,0,0,0,UNK,GK,GK
2025-26,saskatchewan,4,makariy pryadko,,LB,9,8.0,1,0,1,0,UNK,LB,DEF
2025-26,saskatchewan,20,kiran baker,,ST,7,0.0,1,0,1,0,UNK,ST,FOR
2025-26,saskatchewan,3,rowen gresty,,CB,7,7.0,1,0,1,0,UNK,CB,DEF
2025-26,saskatchewan,12,luke mackie,,CB,6,6.0,0,0,0,0,UNK,CB,DEF
2025-26,saskatchewan,14,emett rocke,,F,5,1.0,0,0,0,0,UNK,F,FOR
2025-26,saskatchewan,18,aydin wiebe,,FB,5,0.0,0,0,0,0,UNK,FB,DEF
2025-26,saskatchewan,2,ryan ko,,FB,4,2.0,0,0,0,0,UNK,FB,DEF
2025-26,saskatchewan,22,kieran behan,,GK,3,2.0,0,0,0,0,UNK,GK,GK
2025-26,saskatchewan,24,kobe chilagan,,CDM,3,1.0,0,0,0,0,UNK,CDM,DEF
2025-26,saskatchewan,19,besufekad tsedeke,,F,3,0.0,0,0,0,0,UNK,F,FOR
2025-26,saskatchewan,15,mateo figueiredo,,CDM,1,0.0,0,0,0,0,UNK,CDM,DEF
2025-26,saskatchewan,25,olt gashi,,LB,1,0.0,0,0,0,0,UNK,LB,DEF
2025-26,saskatchewan,11,ilyich gharahmadani,,F,1,1.0,0,0,0,0,UNK,F,FOR
2025-26,saskatchewan,21,jhoan sanchez,,MF,1,0.0,0,0,0,0,UNK,MF,MID
2025-26,macewan,6,azar el khallaa,,M,12,12.0,0,0,0,0,UNK,M,MID
2025-26,macewan,7,felix guite,,M,12,7.0,3,0,3,0,UNK,M,MID
2025-26,macewan,19,t-boy fayia,,D,11,11.0,1,0,1,0,UNK,D,DEF
2025-26,macewan,11,macky mahfouz,,F,11,11.0,1,0,1,0,UNK,F,FOR
2025-26,macewan,22,oleksandr popravka,,GK,11,11.0,0,1,1,0,UNK,GK,GK
2025-26,macewan,4,lucio rivera,,D,11,11.0,0,0,0,0,UNK,D,DEF
2025-26,macewan,27,liam van laar,,D,11,10.0,0,0,0,0,UNK,D,DEF
2025-26,macewan,34,philip wutzl,,D,11,6.0,0,0,0,0,UNK,D,DEF
2025-26,macewan,8,ali yildiz,,M,11,11.0,2,2,4,0,UNK,M,MID
2025-26,macewan,23,nicolas luczkiewicz,,M,10,7.0,1,2,3,0,UNK,M,MID
2025-26,macewan,15,abhiroop sandhu,,M,10,10.0,1,0,1,0,UNK,M,MID
2025-26,macewan,13,jason vuzi,,D,9,6.0,0,0,0,0,UNK,D,DEF
2025-26,macewan,33,alain sitchet,,F,8,4.0,1,1,2,0,UNK,F,FOR
2025-26,macewan,5,jakob sievert,,M,7,7.0,1,0,1,0,UNK,M,MID
2025-26,macewan,24,luther feulefack,,M,6,2.0,0,0,0,0,UNK,M,MID
2025-26,macewan,17,daniel mann,,F,5,1.0,0,0,0,0,UNK,F,FOR
2025-26,macewan,18,miles frett-baptiste,,F,4,0.0,0,0,0,0,UNK,F,FOR
2025-26,macewan,10,reno nero,,F,4,2.0,0,0,0,0,UNK,F,FOR
2025-26,macewan,20,adam dasouki,,D,3,0.0,0,0,0,0,UNK,D,DEF
2025-26,macewan,2,chance carter,,M,2,2.0,0,0,0,0,UNK,M,MID
2025-26,macewan,35,kaleb lutz,,GK,1,1.0,0,0,0,0,UNK,GK,GK
2025-26,ubco,17,gavin la montagne,,F,14,8.0,1,1,2,0,UNK,F,FOR
2025-26,ubco,1,ronan woodroffe,,GK,14,12.0,0,0,0,0,UNK,GK,GK
2025-26,ubco,2,aidan young,,D,14,12.0,0,1,1,0,UNK,D,DEF
2025-26,ubco,9,oliver deveau,,F,13,13.0,1,1,2,0,UNK,F,FOR
2025-26,ubco,13,alex sol,,MF,13,13.0,0,0,0,0,UNK,MF,MID
2025-26,ubco,10,malachi emerson,,MF,12,12.0,1,0,1,0,UNK,MF,MID
2025-26,ubco,18,charlie prefontaine,,D,12,12.0,1,1,2,0,UNK,D,DEF
2025-26,ubco,14,allan yin,,D,12,8.0,0,1,1,0,UNK,D,DEF
2025-26,ubco,7,dario fedele,,F,11,10.0,1,0,1,0,UNK,F,FOR
2025-26,ubco,23,andrew matsugu,,F,11,10.0,2,1,3,0,UNK,F,FOR
2025-26,ubco,6,varun kothary,,MF,10,10.0,0,0,0,0,UNK,MF,MID
2025-26,ubco,12,jacobo saenz ramos,,MF,10,6.0,0,0,0,0,UNK,MF,MID
2025-26,ubco,11,jaise shaw,,F,10,9.0,3,0,3,0,UNK,F,FOR
2025-26,ubco,3,matteo clarke,,D,8,6.0,0,1,1,0,UNK,D,DEF
2025-26,ubco,26,theodore zurowski,,MF,8,1.0,0,0,0,0,UNK,MF,MID
2025-26,ubco,15,jack dilworth,,D,7,2.0,0,0,0,0,UNK,D,DEF
2025-26,ubco,21,murray ogilvie,,MF,7,0.0,0,0,0,0,UNK,MF,MID
2025-26,ubco,25,david weinberg,,F,7,2.0,0,0,0,0,UNK,F,FOR
2025-26,ubco,16,eli allen,,D,5,0.0,0,0,0,0,UNK,D,DEF
2025-26,ubco,22,carter brown,,D,5,0.0,0,0,0,0,UNK,D,DEF
2025-26,ubco,8,sam cote,,D,5,5.0,0,0,0,0,UNK,D,DEF
2025-26,ubco,19,namvinh nguyen,,MF,5,1.0,0,0,0,0,UNK,MF,MID
2025-26,ubco,5,matthew alexander,,D,3,0.0,0,0,0,0,UNK,D,DEF
2025-26,ubco,35,tyson gugushe,,GK,2,2.0,0,0,0,0,UNK,GK,GK
2025-26,thompson rivers,27,abdel coulibaly,,D,14,14.0,3,2,5,0,UNK,D,DEF
2025-26,thompson rivers,4,lewis crompton,,M,14,14.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,11,kaleb voth,,M,14,11.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,26,lachlan will,,F,14,14.0,2,1,3,0,UNK,F,FOR
2025-26,thompson rivers,19,marcus d'andrea,,M,13,13.0,1,0,1,0,UNK,M,MID
2025-26,thompson rivers,10,minwoo kang,,M,13,12.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,7,ben finley,,F,12,12.0,3,1,4,0,UNK,F,FOR
2025-26,thompson rivers,24,liam freathy,,D,12,5.0,0,0,0,0,UNK,D,DEF
2025-26,thompson rivers,9,ryan prasad,,F,12,0.0,0,1,1,0,UNK,F,FOR
2025-26,thompson rivers,3,stephano rettis-martinez,,D,12,9.0,0,0,0,0,UNK,D,DEF
2025-26,thompson rivers,5,sam barazandeh,,D,11,5.0,0,1,1,0,UNK,D,DEF
2025-26,thompson rivers,2,domenico comita,,D,11,11.0,0,0,0,0,UNK,D,DEF
2025-26,thompson rivers,25,matheus lucas,,F,10,10.0,1,1,2,0,UNK,F,FOR
2025-26,thompson rivers,6,lucas rinaldi,,M,10,0.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,30,toran rutherford,,GK,8,7.0,0,0,0,0,UNK,GK,GK
2025-26,thompson rivers,28,aren christianson,,D,7,6.0,0,0,0,0,UNK,D,DEF
2025-26,thompson rivers,1,luca ortu,,GK,7,7.0,0,0,0,0,UNK,GK,GK
2025-26,thompson rivers,20,tommy moon,,M,6,0.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,13,griffin ansley,,M,3,0.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,8,amir ghasemi,,M,3,3.0,0,1,1,0,UNK,M,MID
2025-26,thompson rivers,23,sina barazandeh,,M,2,0.0,0,0,0,0,UNK,M,MID
2025-26,thompson rivers,21,lucas kirnon,,D,1,1.0,0,0,0,0,UNK,D,DEF
